id,name,type,parent_id,created_at,updated_at
201604011212120000107,Camera Action,RENT,201504011212120000102,2025-02-12T07:06:00.000000Z,2025-02-12T07:06:00.000000Z
201604011212120000105,Camera Canon,RENT,201504011212120000102,2025-02-12T07:06:00.000000Z,2025-02-12T07:06:00.000000Z
201604011212120000120,Camera Fujifilm,RENT,201504011212120000102,2025-02-12T07:06:00.000000Z,2025-02-12T07:06:00.000000Z
201604011212120000108,Camera Nikon,RENT,201504011212120000102,2025-02-12T07:06:00.000000Z,2025-02-12T07:06:00.000000Z
201604011212120000109,Camera Panasonic,RENT,201504011212120000102,2025-02-12T07:06:00.000000Z,2025-02-12T07:06:00.000000Z
201604011212120000110,Camera Pentax,RENT,201504011212120000102,2025-02-12T07:06:00.000000Z,2025-02-12T07:06:00.000000Z
201604011212120000126,Camera Red,RENT,201504011212120000102,2025-02-12T07:06:00.000000Z,2025-02-12T07:06:00.000000Z
201604011212120000111,Camera Sony,RENT,201504011212120000102,2025-02-12T07:06:00.000000Z,2025-02-12T07:06:00.000000Z
