id,name,slug,created_at,updated_at
201706042042239140133,DJI,dji,2025-02-12T07:06:19.000000Z,2025-02-12T07:06:19.000000Z
201706041936314630172,Canon,canon,2025-02-12T07:06:19.000000Z,2025-02-12T07:06:19.000000Z
201706042045541130113,Fujifilm,fujifilm,2025-02-12T07:06:19.000000Z,2025-02-12T07:06:19.000000Z
201706041941315600192,Nikon,nikon,2025-02-12T07:06:19.000000Z,2025-02-12T07:06:19.000000Z
201706041939331010160,Panasonic,panasonic,2025-02-12T07:06:19.000000Z,2025-02-12T07:06:19.000000Z
201706042144271150115,Pentax,pentax,2025-02-12T07:06:19.000000Z,2025-02-12T07:06:19.000000Z
201904142352384570384,Red,red,2025-02-12T07:06:20.000000Z,2025-02-12T07:06:20.000000Z
201706042028019780119,Sony,sony,2025-02-12T07:06:19.000000Z,2025-02-12T07:06:19.000000Z
